processed_at,date,coverage_percent,CHL_NN_R1_empty,CHL_NN_R2_empty,CHL_NN_R3_empty
2025-11-04T19:09:37Z,2018-11-22,73.58490566037736,False,False,False
2025-11-04T19:09:37Z,2018-11-24,82.75862068965517,False,False,False
2025-11-04T19:09:37Z,2018-11-25,90.9090909090909,False,False,False
2025-11-04T19:09:37Z,2018-11-26,49.152542372881356,False,False,True
2025-11-04T19:09:37Z,2018-11-27,28.571428571428573,False,False,True
2025-11-04T19:09:37Z,2018-11-28,90.0,False,False,False
2025-11-04T19:09:37Z,2018-11-30,52.63157894736842,False,False,False
2025-11-04T19:09:37Z,2018-12-01,42.857142857142854,False,False,False
2025-11-04T19:09:37Z,2018-12-02,82.97872340425532,False,False,False
2025-11-04T19:09:37Z,2018-12-04,26.666666666666668,True,False,False
2025-11-04T19:09:37Z,2018-12-06,76.19047619047619,True,False,False
2025-11-04T19:09:37Z,2018-12-08,65.45454545454545,False,False,False
2025-11-04T19:09:37Z,2018-12-09,83.33333333333333,False,False,False
2025-11-04T19:09:37Z,2018-12-10,60.526315789473685,True,False,False
2025-11-04T19:09:37Z,2018-12-12,88.67924528301887,False,False,False
2025-11-04T19:09:37Z,2018-12-13,89.47368421052632,False,False,False
2025-11-04T19:09:37Z,2018-12-14,93.54838709677419,False,False,False
2025-11-04T19:09:37Z,2018-12-15,86.79245283018868,False,False,False
2025-11-04T19:09:37Z,2018-12-16,33.333333333333336,True,False,False
2025-11-04T19:09:37Z,2018-12-17,88.13559322033899,False,False,False
2025-11-04T19:09:37Z,2018-12-18,87.09677419354838,False,False,False
2025-11-04T19:09:37Z,2018-12-20,94.5945945945946,False,False,False
2025-11-04T19:09:37Z,2018-12-21,3.4482758620689653,False,True,True
2025-11-04T19:09:37Z,2018-12-23,92.85714285714286,False,False,False
2025-11-04T19:09:37Z,2018-12-24,94.28571428571429,False,False,False
2025-11-04T19:09:37Z,2018-12-25,75.0,True,False,False
2025-11-04T19:09:37Z,2018-12-27,44.827586206896555,False,False,False
2025-11-04T19:09:37Z,2018-12-28,54.43037974683544,False,False,False
2025-11-04T19:09:37Z,2018-12-29,17.391304347826086,True,True,False
2025-11-04T19:09:37Z,2018-12-31,92.85714285714286,False,False,False
2025-11-04T19:09:37Z,2019-01-01,43.20987654320987,False,False,False
2025-11-04T19:09:37Z,2019-01-02,39.02439024390244,True,False,False
2025-11-04T19:09:37Z,2019-01-04,91.2280701754386,False,False,False
2025-11-04T19:09:37Z,2019-01-05,92.40506329113924,False,False,False
2025-11-04T19:09:37Z,2019-01-06,5.2631578947368425,True,False,True
2025-11-04T19:09:37Z,2019-01-08,32.6530612244898,False,True,False
2025-11-04T19:09:37Z,2019-01-10,90.9090909090909,False,False,False
2025-11-04T19:09:37Z,2019-01-11,97.95918367346938,False,False,False
2025-11-04T19:09:37Z,2019-01-12,24.444444444444443,True,True,False
